epoch,global_step,lr_abs,step,train/loss_simple_step,train/loss_step,train/loss_vlb_step
0,49.0,4.900995165257882e-09,49,0.7969806790351868,0.7969806790351868,0.004722636193037033
0,99.0,9.900990249889219e-09,99,0.7972232699394226,0.7972232699394226,0.005378037691116333
0,149.0,1.4900985334520556e-08,149,0.7961397171020508,0.7961397171020508,0.016801543533802032
0,199.0,1.9900980419151892e-08,199,0.7985643744468689,0.7985643744468689,0.005945548880845308
0,249.0,2.490097550378323e-08,249,0.7974364161491394,0.7974364161491394,0.00439872033894062
0,299.0,2.9900970588414566e-08,299,0.7967190742492676,0.7967190742492676,0.004618817009031773
0,349.0,3.4900963896689063e-08,349,0.7976740002632141,0.7976740002632141,0.0046389140188694
0,399.0,3.990096075767724e-08,399,0.7982583045959473,0.7982583045959473,0.004327553324401379
0,449.0,4.490095406595174e-08,449,0.7957993745803833,0.7957993745803833,0.004681347869336605
0,499.0,4.990095092693991e-08,499,0.7968323230743408,0.7968323230743408,0.00516932550817728
0,549.0,5.490094423521441e-08,549,0.7964462637901306,0.7964462637901306,0.004483731463551521
0,599.0,5.990094109620259e-08,599,0.797971248626709,0.797971248626709,0.005322565790265799
0,649.0,6.490093795719076e-08,649,0.7976077198982239,0.7976077198982239,0.004575040657073259
0,699.0,6.990092771275158e-08,699,0.7946020364761353,0.7946020364761353,0.007638568989932537
0,749.0,7.490092457373976e-08,749,0.7955824136734009,0.7955824136734009,0.006620978470891714
0,799.0,7.990092143472793e-08,799,0.7962667346000671,0.7962667346000671,0.004639096092432737
0,849.0,8.490091829571611e-08,849,0.7948570251464844,0.7948570251464844,0.0041579301469028
0,899.0,8.990090805127693e-08,899,0.7961126565933228,0.7961126565933228,0.00460328534245491
0,949.0,9.49009049122651e-08,949,0.7936375737190247,0.7936375737190247,0.005125078838318586
0,999.0,9.990090177325328e-08,999,0.7957072257995605,0.7957072257995605,0.004530009813606739
0,1049.0,1.0490089863424146e-07,1049,0.7969425320625305,0.7969425320625305,0.004937485791742802
0,1099.0,1.0990088838980228e-07,1099,0.79320228099823,0.79320228099823,0.004556590225547552
0,1149.0,1.1490088525079045e-07,1149,0.7942167520523071,0.7942167520523071,0.005647552665323019
0,1199.0,1.1990087500635127e-07,1199,0.7919151782989502,0.7919151782989502,0.005149707198143005
0,1249.0,1.249008789727668e-07,1249,0.7932153940200806,0.7932153940200806,0.005443214904516935
0,1299.0,1.2990086872832762e-07,1299,0.7925049066543579,0.7925049066543579,0.004743669182062149
0,1349.0,1.3490085848388844e-07,1349,0.7954146862030029,0.7954146862030029,0.05585351958870888
0,1399.0,1.3990086245030398e-07,1399,0.7903454303741455,0.7903454303741455,0.004400432109832764
0,1449.0,1.449008522058648e-07,1449,0.7906403541564941,0.7906403541564941,0.005071135237812996
0,1499.0,1.4990085617228033e-07,1499,0.7912253141403198,0.7912253141403198,0.0058271209709346294
0,1549.0,1.5490084592784115e-07,1549,0.7892168164253235,0.7892168164253235,0.004706362262368202
