epoch,global_step,lr_abs,step,train/loss_simple_step,train/loss_step,train/loss_vlb_step
0,49.0,4.900995165257882e-09,49,0.7989083528518677,0.7989083528518677,0.00446708407253027
0,99.0,9.900990249889219e-09,99,0.7985092997550964,0.7985092997550964,0.004833604209125042
0,149.0,1.4900985334520556e-08,149,0.7968277335166931,0.7968277335166931,0.004348938353359699
0,199.0,1.9900980419151892e-08,199,0.7984857559204102,0.7984857559204102,0.005725791212171316
0,249.0,2.490097550378323e-08,249,0.798026442527771,0.798026442527771,0.003817005781456828
0,299.0,2.9900970588414566e-08,299,0.7978438138961792,0.7978438138961792,0.005141168832778931
0,349.0,3.4900963896689063e-08,349,0.7972702383995056,0.7972702383995056,0.005518818274140358
0,399.0,3.990096075767724e-08,399,0.796360194683075,0.796360194683075,0.004811292514204979
0,449.0,4.490095406595174e-08,449,0.7968921661376953,0.7968921661376953,0.004221905954182148
0,499.0,4.990095092693991e-08,499,0.7975430488586426,0.7975430488586426,0.005418274085968733
0,549.0,5.490094423521441e-08,549,0.7966955900192261,0.7966955900192261,0.0047376397997140884
0,599.0,5.990094109620259e-08,599,0.7967931032180786,0.7967931032180786,0.00484500452876091
0,649.0,6.490093795719076e-08,649,0.7954103350639343,0.7954103350639343,0.005358306225389242
0,699.0,6.990092771275158e-08,699,0.7976428866386414,0.7976428866386414,0.006270634941756725
0,749.0,7.490092457373976e-08,749,0.7967453002929688,0.7967453002929688,0.005348849575966597
