epoch,step,train/d_weight_epoch,train/d_weight_step,train/disc_factor_epoch,train/disc_factor_step,train/disc_loss_epoch,train/disc_loss_step,train/g_loss_epoch,train/g_loss_step,train/logits_fake_epoch,train/logits_fake_step,train/logits_real_epoch,train/logits_real_step,train/nll_loss_epoch,train/nll_loss_step,train/p_loss_epoch,train/p_loss_step,train/quant_loss_epoch,train/quant_loss_step,train/rec_loss_epoch,train/rec_loss_step,train/total_loss_epoch,train/total_loss_step
0,49,,0.3001185655593872,,1.0,,0.9973490238189697,,0.17775899171829224,,-0.17775899171829224,,-0.16710607707500458,,0.08772403001785278,,0.06402049213647842,,0.005643976852297783,,0.08772403001785278,,0.14671678841114044
0,99,,1.6430473327636719,,1.0,,1.0036559104919434,,0.16108103096485138,,-0.16108103096485138,,-0.16774509847164154,,0.057557009160518646,,0.03985251113772392,,0.00568844610825181,,0.057557009160518646,,0.3279092311859131
0,149,,1.933030366897583,,1.0,,1.0027592182159424,,0.2265172153711319,,-0.2265172153711319,,-0.2311052680015564,,0.05082784220576286,,0.03409474343061447,,0.005416732281446457,,0.05082784220576286,,0.49410921335220337
0,199,,0.8082752227783203,,1.0,,1.0026605129241943,,0.2011147439479828,,-0.2011147439479828,,-0.2063942700624466,,0.04621727392077446,,0.03148607164621353,,0.005576660856604576,,0.04621727392077446,,0.21435000002384186
0,249,,1.856137752532959,,1.0,,1.0130839347839355,,0.20185846090316772,,-0.20185846090316772,,-0.22802601754665375,,0.08689244836568832,,0.0669112354516983,,0.006206482648849487,,0.08689244836568832,,0.4677760601043701
0,299,,1.1555922031402588,,1.0,,1.0005269050598145,,0.17108263075351715,,-0.17108263075351715,,-0.17213353514671326,,0.05239727348089218,,0.038160935044288635,,0.006816153414547443,,0.05239727348089218,,0.2569151818752289
0,349,,0.709214448928833,,1.0,,1.001741647720337,,0.12576553225517273,,-0.12576553225517273,,-0.129056915640831,,0.07172336429357529,,0.05203203111886978,,0.006711888127028942,,0.07172336429357529,,0.16762997210025787
0,399,,0.508870542049408,,1.0,,1.000370740890503,,0.17952744662761688,,-0.17952744662761688,,-0.1802688091993332,,0.09017793834209442,,0.06558080017566681,,0.006936331279575825,,0.09017793834209442,,0.1884704977273941
0,449,,0.952759861946106,,1.0,,1.0014512538909912,,0.209886372089386,,-0.209886372089386,,-0.21273575723171234,,0.04730333015322685,,0.02999362349510193,,0.006601179018616676,,0.04730333015322685,,0.25387582182884216
0,499,,1.004194736480713,,1.0,,1.001052737236023,,0.1449134349822998,,-0.1449134349822998,,-0.14701879024505615,,0.04193397983908653,,0.029800448566675186,,0.005529975052922964,,0.04193397983908653,,0.19298526644706726
0,549,,0.9344422817230225,,1.0,,1.001096487045288,,0.15779703855514526,,-0.15779703855514526,,-0.15998634696006775,,0.035222411155700684,,0.02446240745484829,,0.004954452160745859,,0.035222411155700684,,0.1876290887594223
