epoch,step,train/d_weight_step,train/disc_factor_step,train/disc_loss_step,train/g_loss_step,train/logits_fake_step,train/logits_real_step,train/nll_loss_step,train/p_loss_step,train/quant_loss_step,train/rec_loss_step,train/total_loss_step
0,49,139.20742797851562,1.0,1.000035047531128,-0.07082922011613846,0.07082922011613846,0.07075932621955872,0.04515928030014038,0.030700933188199997,0.005839639343321323,0.04515928030014038,-9.808955192565918
0,99,54.668601989746094,1.0,1.0000264644622803,-0.09702499210834503,0.09702499210834503,0.09697210043668747,0.04465542361140251,0.030340496450662613,0.006273786537349224,0.04465542361140251,-5.253291606903076
0,149,96.65684509277344,1.0,0.999943733215332,-0.03787326067686081,0.03787326067686081,0.037985846400260925,0.02971603348851204,0.02254459261894226,0.006731558591127396,0.02971603348851204,-3.6242623329162598
0,199,167.3402099609375,1.0,1.0000126361846924,0.028701338917016983,-0.028701338917016983,-0.028726479038596153,0.031793661415576935,0.022653372958302498,0.00507154269143939,0.031793661415576935,4.839753150939941
0,249,120.9129409790039,1.0,1.0000052452087402,0.012405403889715672,-0.012405403889715672,-0.012415721081197262,0.03715141862630844,0.02571149542927742,0.006021732464432716,0.03715141862630844,1.543147087097168
0,299,25.331253051757812,1.0,0.9999818801879883,-0.03596148267388344,0.03596148267388344,0.03599773719906807,0.03911154717206955,0.025973623618483543,0.0063776373863220215,0.03911154717206955,-0.865460216999054
0,349,126.88560485839844,1.0,1.0000200271606445,0.016686491668224335,-0.016686491668224335,-0.01672658510506153,0.05523316189646721,0.035619113594293594,0.007733401842415333,0.05523316189646721,2.1802420616149902
0,399,311.75927734375,1.0,0.9999841451644897,0.005513778887689114,-0.005513778887689114,-0.005481939762830734,0.04237965866923332,0.027820991352200508,0.005731288343667984,0.04237965866923332,1.767082691192627
0,449,224.39862060546875,1.0,1.0000028610229492,-0.02711918018758297,0.02711918018758297,0.0271135400980711,0.05439382046461105,0.04095081239938736,0.00618951627984643,0.05439382046461105,-6.024923324584961
0,499,144.32095336914062,1.0,0.9999996423721313,0.023075295612215996,-0.023075295612215996,-0.023074477910995483,0.04050842672586441,0.027145780622959137,0.005885497201234102,0.04050842672586441,3.3766427040100098
0,549,36.375526428222656,1.0,0.999994158744812,-0.03575759753584862,0.03575759753584862,0.03576942905783653,0.036140963435173035,0.024440407752990723,0.006594237871468067,0.036140963435173035,-1.2579662799835205
0,599,362.72943115234375,1.0,1.0000001192092896,0.009024014696478844,-0.009024014696478844,-0.009024100378155708,0.03586377948522568,0.02407613955438137,0.0062677301466465,0.03586377948522568,3.3154072761535645
0,649,504.0993347167969,1.0,1.0000046491622925,-0.0014275371795520186,0.0014275371795520186,0.0014184035826474428,0.03331046923995018,0.02347276732325554,0.0051277633756399155,0.03331046923995018,-0.6811822652816772
0,699,39.61491012573242,1.0,1.0000303983688354,0.024734077975153923,-0.024734077975153923,-0.024794818833470345,0.02744247391819954,0.01894707977771759,0.005219858139753342,0.02744247391819954,1.012500524520874
0,749,412.7437744140625,1.0,1.0000102519989014,-0.006336970720440149,0.006336970720440149,0.006316504906862974,0.039171140640974045,0.02972262352705002,0.004720049910247326,0.039171140640974045,-2.5716540813446045
0,799,225.4798583984375,1.0,0.9999996423721313,-0.010422823019325733,0.010422823019325733,0.010423699393868446,0.03809069097042084,0.027932681143283844,0.005487995222210884,0.03809069097042084,-2.306558132171631
0,849,205.31033325195312,1.0,1.0000133514404297,-0.012574912048876286,0.012574912048876286,0.012548395432531834,0.033231981098651886,0.01912834122776985,0.006116246804594994,0.033231981098651886,-2.5424113273620605
0,899,265.3807678222656,1.0,1.0000022649765015,-0.0016721263527870178,0.0016721263527870178,0.0016676889499649405,0.035629115998744965,0.023088188841938972,0.005632293876260519,0.035629115998744965,-0.4024887681007385
0,949,175.31427001953125,1.0,1.0000113248825073,0.020893793553113937,-0.020893793553113937,-0.020916489884257317,0.03406403958797455,0.020445063710212708,0.006558592431247234,0.03406403958797455,3.7036027908325195
0,999,327.480712890625,1.0,1.0000017881393433,-0.012637420557439327,0.012637420557439327,0.012633915059268475,0.043598782271146774,0.030017588287591934,0.00979856587946415,0.043598782271146774,-4.085114479064941
0,1049,30.066871643066406,1.0,1.0000077486038208,0.04127662256360054,-0.04127662256360054,-0.04129217565059662,0.041085921227931976,0.030752534046769142,0.00621612137183547,0.041085921227931976,1.2883610725402832
0,1099,319.0870361328125,1.0,0.9999890923500061,-0.005969678517431021,0.005969678517431021,0.005991626065224409,0.03032824955880642,0.016842355951666832,0.005853240378201008,0.03032824955880642,-1.8686654567718506
0,1149,63.61470031738281,1.0,1.000003695487976,-0.0015813669888302684,0.0015813669888302684,0.0015741429524496198,0.025656212121248245,0.01605891063809395,0.005921071860939264,0.025656212121248245,-0.06902090460062027
0,1199,180.24903869628906,1.0,1.0000026226043701,-0.004018302541226149,0.004018302541226149,0.004013199359178543,0.03231699392199516,0.022090237587690353,0.00553364772349596,0.03231699392199516,-0.6864445805549622
0,1249,105.30519104003906,1.0,0.9999906420707703,0.0020760938059538603,-0.0020760938059538603,-0.0020573283545672894,0.02847231924533844,0.019471410661935806,0.005873155314475298,0.02847231924533844,0.2529689371585846
0,1299,122.26878356933594,1.0,1.0000085830688477,-0.021266043186187744,0.021266043186187744,0.021248845383524895,0.07820174098014832,0.045809097588062286,0.007144661620259285,0.07820174098014832,-2.514826774597168
0,1349,89.21772003173828,1.0,0.9999960660934448,-0.0071325721219182014,0.0071325721219182014,0.0071405330672860146,0.04416705295443535,0.026763156056404114,0.006787308491766453,0.04416705295443535,-0.585397481918335
0,1399,231.35165405273438,1.0,0.9999973773956299,-0.000905411085113883,0.000905411085113883,0.0009108143276534975,0.06206291913986206,0.03973548486828804,0.008087672293186188,0.06206291913986206,-0.13931775093078613
0,1449,192.2952880859375,1.0,1.0000309944152832,-0.02863994427025318,0.02863994427025318,0.02857799455523491,0.03248225525021553,0.021620839834213257,0.005451490171253681,0.03248225525021553,-5.4693922996521
0,1499,195.79327392578125,1.0,1.0000066757202148,0.017158394679427147,-0.017158394679427147,-0.017171794548630714,0.05621316656470299,0.03703977167606354,0.0073081692680716515,0.05621316656470299,3.4230196475982666
0,1549,306.45367431640625,1.0,1.0000033378601074,0.0045488253235816956,-0.0045488253235816956,-0.004555347375571728,0.031005512923002243,0.018755922093987465,0.0063842898234725,0.031005512923002243,1.4313939809799194
0,1599,163.89370727539062,1.0,1.000002384185791,-0.03187723085284233,0.03187723085284233,0.031872596591711044,0.06056509539484978,0.04227680712938309,0.007593030110001564,0.06056509539484978,-5.156319618225098
0,1649,107.79719543457031,1.0,0.9999997615814209,0.008346086367964745,-0.008346086367964745,-0.008345433510839939,0.030374187976121902,0.02189035341143608,0.005481465719640255,0.030374187976121902,0.9355403780937195
0,1699,158.07493591308594,1.0,0.9999992847442627,-0.0500173382461071,0.0500173382461071,0.050018876791000366,0.035822413861751556,0.02171229012310505,0.006766642443835735,0.035822413861751556,-7.863898277282715
0,1749,92.4254150390625,1.0,1.000000238418579,-0.01570594683289528,0.01570594683289528,0.015705663710832596,0.07182616740465164,0.056689292192459106,0.006700441241264343,0.07182616740465164,-1.373102068901062
0,1799,114.51206970214844,1.0,1.000000238418579,0.03859703615307808,-0.03859703615307808,-0.03859756886959076,0.043424732983112335,0.032249145209789276,0.005973428953438997,0.043424732983112335,4.469224452972412
0,1849,191.82595825195312,1.0,1.0000046491622925,-0.002337891608476639,0.002337891608476639,0.0023287294898182154,0.0425318107008934,0.03287610039114952,0.005036909133195877,0.0425318107008934,-0.4008995592594147
0,1899,69.58404541015625,1.0,0.9999971985816956,0.018948322162032127,-0.018948322162032127,-0.018942661583423615,0.051177456974983215,0.03819412738084793,0.005954710766673088,0.051177456974983215,1.3756331205368042
0,1949,57.52511215209961,1.0,1.0000159740447998,-0.02499685063958168,0.02499685063958168,0.024965057149529457,0.03499557077884674,0.021716490387916565,0.0066155376844108105,0.03499557077884674,-1.3963356018066406
0,1999,261.1485290527344,1.0,1.0000040531158447,-0.0037687518633902073,0.0037687518633902073,0.00376077345572412,0.030280616134405136,0.02085002139210701,0.0061208102852106094,0.030280616134405136,-0.9478026032447815
0,2049,360.6130065917969,1.0,1.0000004768371582,-0.0029246031772345304,0.0029246031772345304,0.002923755906522274,0.031649231910705566,0.01822260022163391,0.006079567596316338,0.031649231910705566,-1.0169211626052856
0,2099,72.64781188964844,1.0,0.9999991655349731,-0.030393246561288834,0.030393246561288834,0.0303951483219862,0.04971356689929962,0.028828542679548264,0.008127334527671337,0.04971356689929962,-2.1501617431640625
0,2149,230.40609741210938,1.0,1.0000001192092896,-0.0007713286904618144,0.0007713286904618144,0.0007713038939982653,0.025861985981464386,0.017286472022533417,0.005380263552069664,0.025861985981464386,-0.14647658169269562
0,2199,104.39160919189453,1.0,1.0000066757202148,0.027400663122534752,-0.027400663122534752,-0.02741379663348198,0.03173379227519035,0.01975228078663349,0.005390675738453865,0.03173379227519035,2.8975236415863037
0,2249,47.45166015625,1.0,1.0000019073486328,-0.015207025222480297,0.015207025222480297,0.0152031434699893,0.07405456155538559,0.05558159202337265,0.006823825649917126,0.07405456155538559,-0.6407201886177063
0,2299,216.56121826171875,1.0,1.0000035762786865,0.01700817234814167,-0.01700817234814167,-0.017015254124999046,0.030952323228120804,0.019636869430541992,0.005560019984841347,0.030952323228120804,3.719822645187378
