epoch,global_step,lr_abs,step,train/loss_epoch,train/loss_simple_epoch,train/loss_simple_step,train/loss_step,train/loss_vlb_epoch,train/loss_vlb_step,val/loss,val/loss_ema,val/loss_simple,val/loss_simple_ema,val/loss_vlb,val/loss_vlb_ema
0,49.0,4.900995165257882e-09,49,,,0.7989989519119263,0.7989989519119263,,0.004423616919666529,,,,,,
0,99.0,9.900990249889219e-09,99,,,0.7978558540344238,0.7978558540344238,,0.006467530038207769,,,,,,
0,149.0,1.4900985334520556e-08,149,,,0.7963621020317078,0.7963621020317078,,0.004985187202692032,,,,,,
0,199.0,1.9900980419151892e-08,199,,,0.7962953448295593,0.7962953448295593,,0.009171250276267529,,,,,,
0,249.0,2.490097550378323e-08,249,,,0.7980564832687378,0.7980564832687378,,0.005648030899465084,,,,,,
0,299.0,2.9900970588414566e-08,299,,,0.7966023683547974,0.7966023683547974,,0.005700371228158474,,,,,,
0,349.0,3.4900963896689063e-08,349,,,0.7978939414024353,0.7978939414024353,,0.0057447366416454315,,,,,,
0,399.0,3.990096075767724e-08,399,,,0.7966686487197876,0.7966686487197876,,0.004582840949296951,,,,,,
0,449.0,4.490095406595174e-08,449,,,0.7974107265472412,0.7974107265472412,,0.004922582767903805,,,,,,
0,499.0,4.990095092693991e-08,499,,,0.7969889044761658,0.7969889044761658,,0.00437628198415041,,,,,,
0,549.0,5.490094423521441e-08,549,,,0.7963390350341797,0.7963390350341797,,0.004033645149320364,,,,,,
0,599.0,5.990094109620259e-08,599,,,0.7984113693237305,0.7984113693237305,,0.005182633176445961,,,,,,
0,649.0,6.490093795719076e-08,649,,,0.7977521419525146,0.7977521419525146,,0.004638076759874821,,,,,,
0,699.0,6.990092771275158e-08,699,,,0.7965164184570312,0.7965164184570312,,0.003970909398049116,,,,,,
0,749.0,7.490092457373976e-08,749,,,0.7963921427726746,0.7963921427726746,,0.004898299463093281,,,,,,
0,799.0,7.990092143472793e-08,799,,,0.7950986623764038,0.7950986623764038,,0.005508786998689175,,,,,,
0,849.0,8.490091829571611e-08,849,,,0.794261634349823,0.794261634349823,,0.005257650278508663,,,,,,
0,899.0,8.990090805127693e-08,899,,,0.7944364547729492,0.7944364547729492,,0.005554601550102234,,,,,,
0,949.0,9.49009049122651e-08,949,,,0.795409083366394,0.795409083366394,,0.005665212869644165,,,,,,
0,999.0,9.990090177325328e-08,999,,,0.7956899404525757,0.7956899404525757,,0.004577912390232086,,,,,,
0,1049.0,1.0490089863424146e-07,1049,,,0.7931722402572632,0.7931722402572632,,0.004730170592665672,,,,,,
0,1099.0,1.0990088838980228e-07,1099,,,0.7920860052108765,0.7920860052108765,,0.004604427143931389,,,,,,
0,1149.0,1.1490088525079045e-07,1149,,,0.794064462184906,0.794064462184906,,0.006294582970440388,,,,,,
0,1199.0,1.1990087500635127e-07,1199,,,0.7917916774749756,0.7917916774749756,,0.006314359605312347,,,,,,
0,1249.0,1.249008789727668e-07,1249,,,0.7914862632751465,0.7914862632751465,,0.004509259015321732,,,,,,
0,1299.0,1.2990086872832762e-07,1299,,,0.7946440577507019,0.7946440577507019,,0.006361435167491436,,,,,,
0,1349.0,1.3490085848388844e-07,1349,,,0.7908775806427002,0.7908775806427002,,0.00525080319494009,,,,,,
0,1399.0,1.3990086245030398e-07,1399,,,0.7939633131027222,0.7939633131027222,,0.007076560519635677,,,,,,
0,1449.0,1.449008522058648e-07,1449,,,0.7877809405326843,0.7877809405326843,,0.0057161427102983,,,,,,
0,1499.0,1.4990085617228033e-07,1499,,,0.7893416285514832,0.7893416285514832,,0.004782309755682945,,,,,,
0,1549.0,1.5490084592784115e-07,1549,,,0.7907799482345581,0.7907799482345581,,0.006175578571856022,,,,,,
0,1599.0,1.5990083568340197e-07,1599,,,0.791357696056366,0.791357696056366,,0.013350043445825577,,,,,,
0,1649.0,1.649008396498175e-07,1649,,,0.7863051295280457,0.7863051295280457,,0.006311709992587566,,,,,,
0,1699.0,1.6990082940537832e-07,1699,,,0.7875458598136902,0.7875458598136902,,0.0055762650445103645,,,,,,
0,1749.0,1.7490081916093914e-07,1749,,,0.7886121273040771,0.7886121273040771,,0.004802952986210585,,,,,,
0,1799.0,1.7990082312735467e-07,1799,,,0.7835766077041626,0.7835766077041626,,0.005595372058451176,,,,,,
0,1849.0,1.849008128829155e-07,1849,,,0.7880455851554871,0.7880455851554871,,0.00409819558262825,,,,,,
0,1899.0,1.8990081684933102e-07,1899,,,0.7863481044769287,0.7863481044769287,,0.006740089505910873,,,,,,
0,1949.0,1.9490080660489184e-07,1949,,,0.7837713956832886,0.7837713956832886,,0.00429567601531744,,,,,,
0,1999.0,1.9990079636045266e-07,1999,,,0.7817498445510864,0.7817498445510864,,0.003867774037644267,,,,,,
0,,,2029,,,,,,,0.7830628752708435,0.7859854102134705,0.7830628752708435,0.7859854102134705,0.0065517909824848175,0.0061451708897948265
