epoch,global_step,lr_abs,step,train/loss_simple_step,train/loss_step,train/loss_vlb_step
0,49.0,4.900995165257882e-09,49,0.7964902520179749,0.7964902520179749,0.004993195179849863
0,99.0,9.900990249889219e-09,99,0.7969181537628174,0.7969181537628174,0.0055740890093147755
0,149.0,1.4900985334520556e-08,149,0.7982656955718994,0.7982656955718994,0.0070272525772452354
0,199.0,1.9900980419151892e-08,199,0.7969701290130615,0.7969701290130615,0.004876009188592434
0,249.0,2.490097550378323e-08,249,0.7984588146209717,0.7984588146209717,0.0053141736425459385
0,299.0,2.9900970588414566e-08,299,0.7970073223114014,0.7970073223114014,0.00448832381516695
0,349.0,3.4900963896689063e-08,349,0.7963419556617737,0.7963419556617737,0.004685273859649897
0,399.0,3.990096075767724e-08,399,0.7984795570373535,0.7984795570373535,0.005522885825484991
0,449.0,4.490095406595174e-08,449,0.7953438758850098,0.7953438758850098,0.004630974028259516
0,499.0,4.990095092693991e-08,499,0.7976078987121582,0.7976078987121582,0.0070406412705779076
0,549.0,5.490094423521441e-08,549,0.798917829990387,0.798917829990387,0.0040206583216786385
0,599.0,5.990094109620259e-08,599,0.7982882857322693,0.7982882857322693,0.005371668841689825
0,649.0,6.490093795719076e-08,649,0.794122576713562,0.794122576713562,0.005337967537343502
0,699.0,6.990092771275158e-08,699,0.7958561182022095,0.7958561182022095,0.005121465772390366
0,749.0,7.490092457373976e-08,749,0.794015109539032,0.794015109539032,0.006933757569640875
0,799.0,7.990092143472793e-08,799,0.797478199005127,0.797478199005127,0.004372577182948589
0,849.0,8.490091829571611e-08,849,0.7942752838134766,0.7942752838134766,0.005809018854051828
0,899.0,8.990090805127693e-08,899,0.7955272197723389,0.7955272197723389,0.004689459688961506
0,949.0,9.49009049122651e-08,949,0.7955515384674072,0.7955515384674072,0.003841639030724764
0,999.0,9.990090177325328e-08,999,0.7956842184066772,0.7956842184066772,0.0054316651076078415
0,1049.0,1.0490089863424146e-07,1049,0.7949656844139099,0.7949656844139099,0.006400423124432564
0,1099.0,1.0990088838980228e-07,1099,0.793153703212738,0.793153703212738,0.005085198674350977
0,1149.0,1.1490088525079045e-07,1149,0.7947037816047668,0.7947037816047668,0.005054149776697159
0,1199.0,1.1990087500635127e-07,1199,0.7936892509460449,0.7936892509460449,0.004343453329056501
0,1249.0,1.249008789727668e-07,1249,0.7941404581069946,0.7941404581069946,0.004888327792286873
0,1299.0,1.2990086872832762e-07,1299,0.7923973798751831,0.7923973798751831,0.0041853077709674835
0,1349.0,1.3490085848388844e-07,1349,0.7925463914871216,0.7925463914871216,0.0060563157312572
0,1399.0,1.3990086245030398e-07,1399,0.7899689674377441,0.7899689674377441,0.004604009445756674
0,1449.0,1.449008522058648e-07,1449,0.7893744707107544,0.7893744707107544,0.005467977374792099
0,1499.0,1.4990085617228033e-07,1499,0.7901475429534912,0.7901475429534912,0.005709236487746239
